 站点名称,线路 ,lat,lng,town
 夏南二钢铁市场路口,桂14 ,23.035425,113.186412,桂城街道,佛平五路
 夏南二新基,微循环1 ,23.058882,113.174557,桂城街道,新基街
 夏南一小学,桂06 ,23.045992,113.171989,桂城街道,夏南路
 夏南一站,桂06 ,23.048142,113.171061,桂城街道,环二大街
 夏平中路,桂06 ,23.040095,113.177382,桂城街道,Y005(夏平东路)
 夏平路（清风路口）,微循环1 ,23.045425,113.197284,桂城街道,新村大街
 夏西村委,桂13 ,23.045065,113.163847,桂城街道,Y005(夏平中路)
 仙岗村路口,丹04 ,23.05077,112.886454,丹灶镇,S269(桂丹西路)
 夏西新路,232、279、桂06、桂12、桂24、桂30 ,23.039933,113.156925,桂城街道,佛平三路
 仙岗村委会,丹04 ,23.394077,112.881607,芦苞镇,
 仙湖度假村,丹04 ,23.052157,112.882926,丹灶镇,养生路
 仙湖路口,丹04 ,23.05077,112.886454,丹灶镇,S269(桂丹西路)
 仙塘,237、江04 ,22.880854,113.046414,龙江镇,沙龙路
 仙塘路口,江04 ,22.874312,113.047407,龙江镇,沙富路
 仙溪,211、263、沥01、南高11 ,23.133574,113.045259,狮山镇,S263(广云路)
 先锋村,江02、江03 ,22.8427,112.968419,九江镇,新堤西路
 贤边村,南高03 ,23.223463,112.958976,狮山镇,
 贤僚村,里6A ,23.26316,113.162403,里水镇,团结街
 仙园路,丹08 ,23.034172,112.908229,丹灶镇,S269(樵丹北路)
 贤僚路口,里6A ,23.262333,113.155239,里水镇,贤僚通道
 贤寮,南高16 ,23.189979,113.109835,狮山镇,Y399(影城大道)
 贤寮村,259 ,23.217382,113.017398,乐平镇,S361(科勒大道)
 显纲,206、248、259、278、280、南高08、南高20 ,23.132447,113.099349,狮山镇,X493(松岗大道南)
 显纲西,南高07、南高11B ,23.138527,113.093288,狮山镇,松岗工业大道南
 贤谭路口,沥07 ,23.101658,113.075084,大沥镇,广佛新干线
 显纲西区,南高07 ,23.13378,113.092857,狮山镇,厦边大道
 显岗,南高16 ,23.338974,113.012411,乐平镇,
 显岗北坊村,樵14 ,22.90344,112.985621,西樵镇,大同路
 显岗路口,樵03、樵14 ,22.896551,112.985842,西樵镇,显岗大道
 显岗牌坊,樵03 ,22.895835,112.984562,西樵镇,显星东路
 显西村,南高20 ,23.175981,113.083135,狮山镇,X493(松岗大道)
 显西村（原大坑庄站）,南高20、206 ,23.175981,113.083135,狮山镇,X493(松岗大道)
 显子岗(南国桃园路口),南高02支线、206、南高20、280 ,23.175689,113.087743,狮山镇,桃园大道
 显子岗,南高02支线 ,23.175689,113.087743,狮山镇,桃园大道
 香格里拉花园,南高02支线 ,23.175786,113.102472,狮山镇,凤凰路
 香格里拉西门,南高02支线 ,23.174413,113.09634,狮山镇,碧湖东路
 祥瑞路,江04 ,22.912674,113.02382,九江镇,祥瑞路
 向东村,252 ,23.070684,112.831547,西南街道,X496
 向南村,丹01、丹02 ,23.12847,112.906629,丹灶镇,新东街
 向南村路口,丹10 ,23.094176,112.939931,丹灶镇,S113(樵金北路)
 象岗村,里01 ,23.165255,113.125832,里水镇,大冲工业区路
 向阳村,沥06 ,23.110508,113.196001,大沥镇,洞庭路
 谭村,里02 ,23.188439,113.166922,里水镇,水口大道
 谭边市场,南高25 ,23.105357,113.069501,狮山镇,谭边大道
 象岭村委,南高06B ,23.245012,113.060745,狮山镇,
 谭村路口,206、281、南高07、南高15、南高16、南高20 ,23.210747,113.073466,狮山镇,X493(永安大道西)
 潭濂桥村路口,里16 ,23.216736,113.119755,里水镇,S361(里水大道北)
 潭桥,里16 ,23.219298,113.119685,里水镇,
 汤村上社,里03 ,23.293856,113.12922,里水镇,上社大街
 汤村下社,里03、里03支线 ,23.286095,113.131968,里水镇,一环北延线
 汤村村委会,里03 ,23.289104,113.130867,里水镇,一环北延线
 汤村工业区,里03支线 ,23.289144,113.129853,里水镇,一环北延线
 唐边村口,南高09 ,23.154278,112.961511,狮山镇,X512(三环西路)
 唐边工业区,南高09 ,23.181794,113.020347,狮山镇,X512(官华路)
 唐边仁二村口,南高23 ,23.174567,113.023169,狮山镇,
 唐边信息大道口,南高23 ,23.16767,113.025504,狮山镇,信息大道中
 唐边平南村口,南高23 ,23.170974,113.024791,狮山镇,
 唐边站,南高09 ,23.180282,113.019031,狮山镇,X512(官华路)
 塘边工业区,南高21 ,23.181794,113.020347,狮山镇,X512(官华路)
 唐边中三村口,南高23 ,23.176484,113.021928,狮山镇,
 塘边路口,南高21 ,23.178206,113.017174,狮山镇,X512(官华路)
 塘边,南高21 ,23.276797,113.032804,乐平镇,
 塘口,丹02 ,23.035705,112.959118,丹灶镇,罗下西路
 塘口村,212、丹02、丹10 ,22.879785,112.789579,杨和镇,三和路
 塘联市场,278 ,23.171657,113.057836,狮山镇,石塘路
 塘联外工村,278、南高09 ,23.175518,113.056451,狮山镇,石塘路
 塘头村,261A ,22.992806,113.094431,石湾镇街道,德星村南街
 塘头村科技路口,南高18 ,23.104199,113.013044,狮山镇,科技大道
 塘头社区居委会,256 ,23.098621,113.004678,狮山镇,S82(兴业立交)
 塘头牌坊,南高18 ,23.099552,113.018147,狮山镇,Y281(罗穆路)
 塘头公交站,261A ,23.096609,113.009974,狮山镇,兴业东路
 塘头太平村,261A、南高14、南高17 ,23.096609,113.009974,狮山镇,兴业东路
 桃花源记站,南高09 ,23.158519,113.06506,狮山镇,桃园西路
 桃坑,里08 ,23.282527,113.093739,里水镇,S267(桂和路)
 桃园车站,南高02支线 ,23.179662,113.091147,狮山镇,桃园大道
 桃园东路,南高02支线 ,23.168169,113.078467,狮山镇,桃园东路
 桃园立交站,南高19 ,23.080795,112.988297,狮山镇,S113(桂丹路)
 桃园西(一环路口),南高23 ,23.185275,112.890686,云东海街道,桃园西路
 桃园中学,230、278、南高02、南高02支线、南高07、南高08、南高09、南高11B ,23.145637,113.092444,狮山镇,桃园一路
 桃园一路,278、南高02、南高08 ,23.147029,113.095577,狮山镇,桃园一路
 桃园西路,沥13 ,23.157858,112.877223,西南街道,人民一路
 陶博城西门,219、225 ,22.962065,113.005103,南庄镇,X518(龙津东路)
 陶瓷展览中心,226 ,23.014234,113.086642,石湾镇街道,季华四路
 腾冲牌坊,236、227A、255A、桂28 ,22.966397,113.087367,乐从镇,河滨北路
 陶都,251、桂26 ,23.006629,113.07508,石湾镇街道,和平路
 藤业路,里07、里7B、沥07、沥18 ,23.142798,113.197472,大沥镇,兴联北路
 体育公园,H12 ,23.070289,113.140232,大沥镇,S113(海八东路)
 体育馆,桂28 ,23.02657,113.107334,祖庙街道,卫国路
 天安数码城北,桂02、桂04、桂15、桂16 ,23.025293,113.163119,桂城街道,简平路
 天安鸿基花园,南高02支线 ,23.173768,113.109241,狮山镇,鸿基大道
 天安数码城南,桂02、桂15、桂16 ,23.021474,113.163247,桂城街道,简平路
 天湖郦都,G8 ,23.007848,113.134232,石湾镇街道,湖景路
 天隆城市场,沥05 ,23.093224,113.192547,大沥镇,盐秀路
 天晟海琴湾大酒店,丹11 ,23.062367,112.967925,丹灶镇,北社路
 天安数码城西,桂01 ,23.023176,113.159371,桂城街道,华翠南路
 天佑六路,279、桂03 ,23.034356,113.142413,桂城街道,南兴六路
 天镇峰公园,樵01、樵05、樵06、樵09 ,22.943578,112.969217,西樵镇,文明路
 天竺岗村,里05 ,23.275389,113.121745,里水镇,中信大道
 田心北,江07 ,22.894401,113.028802,九江镇,运河大道
 田心村,212、丹02、丹10 ,23.035179,112.953585,丹灶镇,罗下西路
 田心南,江07 ,22.891585,113.029562,九江镇,七一大街
 田羽厂,南高15 ,23.201721,113.043073,狮山镇,
 铁村口,沥03、沥07、沥09、沥14 ,23.105136,113.112181,大沥镇,钟边大道
 田心沙村,樵05 ,22.890498,112.925138,西樵镇,S363
 铁村牌坊,沥03、沥07、沥09 ,23.102511,113.110535,大沥镇,钟边大道
 铁坑,南高16 ,23.182516,113.116104,狮山镇,Y399(松石路)
 铁坑(影视城路口),259、南高16 ,23.182516,113.116104,狮山镇,Y399(松石路)
 听音湖,樵01、樵03、樵05、樵12、樵16 ,22.941678,112.958184,西樵镇,锦湖大道
 铁桥,江01、江01支线、江02、江03 ,22.838406,113.004581,九江镇,儒林西路
 同济东路,桂27、桂30 ,23.021684,113.119474,祖庙街道,同济东路
 同济路口,259 ,23.02182,113.10293,祖庙街道,汾江中路
 湾梁,G6 ,22.994155,113.131534,石湾镇街道,X518(魁奇二路)
 湾头村总站,丹08支线 ,23.018556,112.896876,丹灶镇,G15(沈海高速)
 团结村,樵06 ,22.920033,112.914488,西樵镇,梁家大街
 外资工业村,丹03、丹12 ,23.106985,112.875972,丹灶镇,银海大道北
 同济西,236、桂28 ,23.020776,113.096641,张槎街道,佛山大道中
 万安桥,237、227A、江06 ,22.919406,113.018004,九江镇,万安西路
 万达广场,223、沥11、沥15、南高02支线 ,23.067209,113.149978,桂城街道,桂澜路
 万达广场南,223、G1、G8、桂01、桂27、南高02支线 ,23.06509,113.1514,桂城街道,工业区大道
 万福城,里19 ,23.25214,113.130202,里水镇,和顺大道
 万锦豪园西,H11、H12、桂03 ,23.055296,113.146009,桂城街道,锦园路
 万科金域华庭,沥01、南高25 ,23.115877,113.09495,大沥镇,博爱东路
 万科金域中央北,G8 ,23.068682,113.168125,桂城街道,海八东路
 万石,206、南高20 ,23.180986,113.080695,狮山镇,X493(松岗大道)
 万科四季花城,210A、沥08 ,23.155048,113.182258,金沙街道,浔峰山东路
 王侯村,樵10 ,22.975352,112.918212,西樵镇,S269(大岗东路)
 王家村,212、256、丹16 ,23.002859,112.969312,丹灶镇,S113(樵金中路)
 旺岗村委,江04B ,22.852237,113.044898,龙江镇,旺岗路
 威斯广场东区,桂28 ,22.959782,113.07793,乐从镇,乐德路
 威仕印刷厂,南高17 ,23.101539,112.997227,狮山镇,兴业路
 威斯广场,227A ,22.96271,113.077299,乐从镇,新马路
 维新市场,里01 ,23.186089,113.128868,里水镇,伴北路
 卫国西,桂28 ,23.026558,113.101761,祖庙街道,卫国西路
 文东,里05 ,23.051492,113.119359,祖庙街道,文沙东二街
 伟业铝厂,沥16、南高25 ,23.119443,113.06298,狮山镇,虹岭路
 文昌路,211、259、桂24、桂31、桂32 ,23.050407,113.103968,祖庙街道,文昌西路
 文华北路,桂32 ,23.04962,113.122032,桂城街道,文华北路
 文化公园东,南高12、南高12B ,23.160933,112.889342,西南街道,健力宝南路
 文华中,259 ,23.01191,113.123926,石湾镇街道,文华南路
 文华桥北,桂32 ,23.045894,113.12205,祖庙街道,文华北路
 文华路魁奇路口,G6 ,22.997708,113.125957,石湾镇街道,文华中路
 文化广场,丹01、丹04、丹05、丹08、丹08支线、丹09、丹12、丹16、樵10 ,22.954152,113.091536,乐从镇,乐从大道辅路
 文教路口,208、222、238、252、里03、里03支线、里05、里08、里19、里6A、里6B、里7B ,23.249277,113.131511,里水镇,和顺大道
 文化中心,277、桂31、南高14 ,23.061817,113.042827,狮山镇,罗湖一路
 文明桥,樵02、樵10、樵13 ,22.946416,112.970843,西樵镇,樵乐路
 文教站,里04 ,23.249325,113.153506,里水镇,文教路
 文明桥脚,樵12 ,22.944921,112.970684,西樵镇,长堤路
 文南,222 ,23.269889,113.119165,里水镇,美景大道
 涡村站,丹05 ,23.038382,112.925323,丹灶镇,丹建路
 文庆路,280 ,23.046554,113.11897,祖庙街道,文庆路
 文沙桥,280、261A ,23.050738,113.111238,祖庙街道,Y013(文昌路)
 巫庄,里11 ,23.168761,113.158896,里水镇,巫庄路
 巫庄上街,里11 ,23.17773,113.13628,里水镇,西线路
 污水处理厂,南高18 ,23.095286,113.018435,狮山镇,Y281(罗穆路)
 涡南村站,丹05 ,23.033977,112.92603,丹灶镇,东升南路
 屋边,244 ,23.221573,113.092819,里水镇,S361(里官路)
 梧村工业区,227A ,22.956606,113.033322,南庄镇,S363(吉利大道西)
 吴屋村路口,206、281、南高07、南高16、南高20 ,23.204465,113.073287,狮山镇,X493(永安大道西)
 吴屋村委会,南高15 ,23.200427,113.055975,狮山镇,
 吴村,南高34 ,23.074911,113.046337,狮山镇,北湖一路
 五房沙北路口,桂14、桂19 ,23.050294,113.194674,桂城街道,新胜路
 五星路口,202、208、222、238、244、里01、里02、里04、里07、里08、里09、里10、里10B、里11、里12、里13、里16 ,23.204998,113.150236,里水镇,夏塘路
 五星社区居委会,205 ,23.039214,112.998176,狮山镇,小塘工业大道
 五星村委,219 ,23.039186,112.998134,狮山镇,小塘工业大道
 五星市场,205、225 ,23.041446,112.987214,狮山镇,X515(小塘工业大道)
 五甲村,樵13 ,23.001565,112.933795,西樵镇,工业大道
 五约,南高23、211、南高04、南高19、南高21 ,23.140126,112.993648,狮山镇,X514(官华路)
 五一村,里01、里07、里07短线、里10、里10B、里16、里7B ,23.195314,113.175202,里水镇,里广路
 五一村大道中,里16 ,23.199933,113.175911,里水镇,五一村大道
 武警支队,219、桂31 ,23.073119,113.09086,狮山镇,机场路
 务庄市场,205、219、277 ,23.047216,113.017448,狮山镇,Y109(罗务路)
 西岸村委,丹11 ,23.017501,112.973537,丹灶镇,四队新村大街
 西岸村口,丹11 ,23.020844,112.971884,丹灶镇,西岸大道
 西岸村,樵09、樵09支线 ,22.878851,112.878535,九江镇,X517(常安路)
 西岸桥头站,樵09 ,22.884692,112.878728,荷城街道,X517(常安路)
 西岸农庄路口,丹11 ,23.018453,112.972461,丹灶镇,
 西城村委会,丹08支线 ,23.032818,112.888532,丹灶镇,X512
 西北污水处理厂,南高04 ,23.202393,112.954178,狮山镇,金达路
 西岸学校,樵09、樵09支线 ,22.872438,112.881656,九江镇,X517(常安路)
 西城村,丹08支线、樵10 ,23.029957,112.887521,丹灶镇,X512(大杏大道)
 西堤国际（上林苑）,205、225、241、286A、南高01、南高19 ,23.088765,112.982128,狮山镇,X514(三环东路)
 西华路口,237 ,22.874538,113.05897,龙江镇,G325(广南线)
 西华寺,里10 ,23.201192,113.196542,里水镇,草场大道
 西环路临时站,沥19 ,23.11959,113.192278,大沥镇,岐东商场一巷
 西华村,里10 ,22.836581,113.182552,勒流街道,X494(勒良路)
 西环桥临时站,沥06 ,23.119778,113.192255,大沥镇,岐东商场一巷
 西江村,桂08、桂21 ,23.028365,113.215402,桂城街道,环岛西路
 西黄村,233 ,22.933665,112.822588,荷城街道,X499
 西江公路路口,樵06、樵17 ,22.936285,112.939363,西樵镇,西江公路
 西江码头,樵07 ,22.946941,112.892244,西樵镇,Y249
 西基（祥旺集团）,丹01、丹12 ,23.10801,113.196181,大沥镇,永红南路
 西朗,232、232B ,23.067954,113.226711,冲口街道,花地大道
 西塱,232、232B ,23.066836,113.227375,冲口街道,花地大道
 西联村,丹02、丹11 ,23.09106,112.936755,丹灶镇,X512(中心公路)
 西门,205、225 ,23.02475,113.112685,祖庙街道,金鱼街
 西门村,205 ,23.053654,112.980581,狮山镇,X515(小塘工业大道)
 西桥工业开发区(原沙头交警中队),江06、江07 ,22.915031,113.011733,九江镇,S269(沙龙路)
 西桥村,江07 ,22.914675,113.01702,九江镇,沙龙路辅路
 西樵车站,212、219、225、249、樵06、樵07、樵08、237、256、丹16、樵12、樵14、樵15、樵16 ,22.965634,112.969334,西樵镇,S113(樵金中路)
 西樵城区（官山二桥）,212、256、256、江06、江07、樵02、樵07、樵08、樵10、樵13、樵17 ,22.947827,112.980966,西樵镇,S113(樵金路)
 西樵崇北,樵13 ,22.968212,112.982369,西樵镇,
 西樵大桥东,227A ,22.95416,113.007788,南庄镇,S363(吉利大道西)
 西樵崇南,樵05 ,22.968212,112.982369,西樵镇,
 西樵高级中学,樵01、樵08、樵15 ,22.962292,112.98156,西樵镇,碧霞一路
 西樵工业园管委会,樵02、樵04 ,22.965907,112.902704,西樵镇,百业大道
 西樵第四人民医院,樵08 ,22.963004,112.973162,西樵镇,S113(樵金中路)
 西樵河岗,樵12 ,22.960041,112.891677,西樵镇,河岗大道
 西樵派出所,樵02、樵17 ,22.951652,112.962273,西樵镇,S269(西樵大道)
 西樵人民医院,212、219、225、237、256、樵06、樵07、樵12、樵16 ,22.962401,112.972123,西樵镇,S113(樵金中路)
 西樵山大酒店,樵01、樵16 ,22.939626,112.960816,西樵镇,樵园路
 西樵山南,樵16 ,22.909195,112.970251,西樵镇,X510(环山大道)
 西樵医院（南门）,樵08、樵15、樵01 ,22.909463,113.025572,九江镇,康泰北路
 西樵中学,249、樵01、樵03、樵05、樵09、樵12、樵16 ,22.933349,112.953322,西樵镇,锦湖路
 竹塘村,樵11、樵12 ,22.95157,112.899245,西樵镇,河岗大道
 竹园村,樵03 ,22.898559,112.971057,西樵镇,显星大道
 西入口,227A、237 ,22.921628,113.01079,九江镇,S269(九樵路)
 庄边村,沥09 ,23.086295,113.107741,大沥镇,桑地大道
 庄步村,205、219 ,23.04006,112.999997,狮山镇,小塘工业大道
 状元路,南高14、南高33 ,23.066502,113.047611,狮山镇,状元路
 紫洞大桥北,205、225 ,23.040237,112.993794,狮山镇,X515(小塘工业大道)
 紫金城,232、279、桂06、桂12、桂24、桂30 ,23.039238,113.160907,桂城街道,佛平三路
 紫南路口,219、225 ,23.003938,113.00154,南庄镇,紫洞南路
 紫云阁,江04B ,22.889365,113.067335,龙江镇,人民北路
 综合市场（大沥车站）,211、230、263、275、沥04、南高11、南海-三水、沥13 ,23.131427,113.191278,大沥镇,沙溪大道
 邹边,211、南高11、南高21、南高19 ,23.153215,112.995112,狮山镇,X514(官华路)
 祖仁村,樵04 ,22.959701,112.941555,西樵镇,樵乐路
 新村桥,南高06A、南高15、南高21 ,23.221321,113.05233,狮山镇,X512(官华路)
 新村站,丹03、丹06 ,22.921704,113.203535,北滘镇,蓬莱二路
 新堤路,205、桂24 ,23.042497,113.116909,祖庙街道,新堤路
 新纺路,樵02、樵04、樵07 ,22.953011,112.911301,西樵镇,新纺路
 新地村,樵04、樵10 ,22.960538,112.931852,西樵镇,樵乐路
 新纺路中（南方染厂）,樵02、樵04 ,22.966776,112.930619,西樵镇,东西三线
 新风路口,南高07 ,23.179861,113.06736,狮山镇,创业北路
 新干线贤谭路口,沥16 ,23.103107,113.072295,狮山镇,贤谭路
 新桂横一路,南高19 ,23.07664,112.977772,狮山镇,桂丹西路辅路
 新光源核心基地,南高18、南高33 ,23.046893,113.040236,狮山镇,
 新海东工业园,南高06A、南高06B、南高15、南高21 ,23.223615,113.057143,狮山镇,X512(官华路)
 新桂路,南高19 ,23.077937,112.981546,狮山镇,S113(桂丹路)
 新和村委,南高03 ,23.22151,112.956597,狮山镇,
 新河村,樵11 ,22.946297,112.914466,西樵镇,西江公路
 新河市场北,樵12 ,22.946059,112.912691,西樵镇,官太路
 新河市场南,樵12 ,22.94239,112.912343,西樵镇,官太路
 新基,江06 ,22.92658,113.06009,乐从镇,金沙路
 新滘,南海-顺德 ,22.849391,113.235648,大良街道,新宁路
 新境,209、212、225、241、248、250、256 ,23.077042,112.979438,狮山镇,S113(桂丹路)
 新境黄家村站,205 ,23.067366,112.978641,狮山镇,X515(小塘工业大道)
 新境市场,205 ,23.076441,112.977005,狮山镇,X515(小塘工业大道)
 新基工业区,G6 ,22.999163,113.146913,石湾镇街道,桂澜路
 新龙村,沥09 ,23.083885,113.112116,大沥镇,点头村东向街前
 新联路口,259 ,22.844605,113.148902,勒流街道,X494(勒良路)
 新龙市场,江05支线 ,22.873293,113.014089,龙江镇,中心大道
 新隆,255A ,22.937678,113.093697,乐从镇,新隆大街
 新隆牌坊,236、南海-高明 ,22.936055,113.086711,乐从镇,广湛公路
 新楼村,丹07 ,22.938686,112.911959,西樵镇,官太路
 新明路口,G6 ,22.985521,113.122719,石湾镇街道,新明一路
 新农小学,丹07 ,23.109199,112.894765,丹灶镇,横江大街
 新桥,江01、江01支线、江02 ,22.839771,113.003453,九江镇,太平西路
 新松站,三水-容桂、顺德容桂-三水 ,22.85386,113.230643,大良街道,桂畔路
 新天地广场,202、208、222、238、244、里01、里02、里04、里07、里08、里09、里10、里10B、里11、里12、里13、里16 ,23.200781,113.152505,里水镇,夏塘路
 新田田心村,樵06 ,22.893707,112.925507,西樵镇,S363
 新田地,桂08 ,23.028439,113.232884,桂城街道,长江路
 新田小学,樵09 ,22.890985,112.92531,西樵镇,S363
 新围,里02 ,23.181883,113.167792,里水镇,佛山一环辅路
 新星,244、里10、里16 ,23.216015,113.120486,里水镇,S361(里水大道北)
 新兴利广场,233、丹11 ,23.10099,112.900047,丹灶镇,X512(丹横路)
 新田田心沙,樵06 ,22.891294,112.926373,西樵镇,S113(樵高公路)
 新兴路,南高19 ,23.072952,112.978756,狮山镇,新兴路
 新兴路口,里07短线、里7B ,23.204748,113.151542,里水镇,新兴路
 新誉洞村口,快01、南高14 ,23.106768,113.024732,狮山镇,科韵中路
 新源洞,278 ,23.184709,113.050742,狮山镇,
 新源洞村,南高09 ,23.184709,113.050742,狮山镇,
 鑫得利玻璃厂,南高13 ,23.139365,112.939672,狮山镇,
 信社广场,南高06B、南高15、南高20 ,23.227448,113.078207,狮山镇,官窑大道
 星星广场,259、桂05、桂22 ,23.014924,113.141731,石湾镇街道,季华七路
 星汇金沙（悦湖城）,230 ,23.160079,113.189586,金沙街道,浔峰山西路
 星星凯旋国际,226、831、G8、桂05、桂22 ,23.016617,113.138921,祖庙街道,南海大道中
 星晖园,桂13、沥09 ,23.064005,113.1197,桂城街道,叠滘大道
 兴柏路北,南高34 ,23.067338,113.011897,狮山镇,兴柏路
 兴朗广场,南高33 ,23.052901,113.035599,狮山镇,罗村大道
 兴沥雄度假村,238、沥04 ,23.120533,113.117332,大沥镇,香基路
 兴沥雄广场,沥02、沥05、沥07、沥13、沥16 ,23.110856,113.11283,大沥镇,国强路
 兴联村,沥18 ,23.13102,113.199496,大沥镇,兴联三新村二街
 兴达路口,261A、南高14、南高17 ,23.097253,113.029786,狮山镇,Y115(招大路)
 兴龙一新村,沥07、沥18 ,23.136737,113.203311,大沥镇,兴龙一新村南二街
 兴贤村,沥01、沥13、南高25 ,23.126103,113.073699,大沥镇,贤谭路
 兴贤工业区路口,南高25 ,23.117794,113.071733,大沥镇,贤谭路
 兴贤牌坊,211、263、沥01、沥13、南高11、南高11B、南海-三水 ,23.129849,113.07063,狮山镇,S263(广云路)
 兴贤社区,沥01、沥13 ,23.12436,113.07298,大沥镇,贤谭路
 兴业虹岭路口,南高04、南高05、南高08 ,23.189438,112.982067,狮山镇,兴业北路
 兴业路口,261A ,23.091394,113.030814,狮山镇,Y115(招大路)
 兴业罗穆路口,261A、南高14、南高17、南高04、南高05、南高10 ,23.093163,113.019882,狮山镇,兴业东路
 兴业新村,206、208、222、276、210A、286A、桂05、桂14、桂17、桂18、桂22、快01、快08、南海-三水 ,23.061879,113.134509,桂城街道,南海大道北
 兴业东路,261A、南高14、南高17 ,22.906275,113.231894,北滘镇,兴业东路
 兴业一环路口,南高17 ,23.098869,113.003203,狮山镇,兴业西路
 兴业银狮路口,211、南高11、南高22 ,23.177209,112.980043,狮山镇,X512(银狮路)
 杏边,225 ,22.992382,112.996009,南庄镇,尚塘大街
 杏头村委会,227A ,22.959108,113.039721,南庄镇,Y005
 杏头市场,227A ,22.956467,113.036306,南庄镇,墟口大街
 幸福新村,里11 ,23.209811,113.148709,里水镇,里和路得胜段
 雄边村,沥04、沥14 ,23.095739,113.12451,大沥镇,沥水北路
 徐边村,209、241、248、250、丹04、丹16 ,23.059503,112.932506,丹灶镇,S269(桂丹大道)
 徐边工业园,233 ,23.113896,112.893321,丹灶镇,新三路
 许海中学,沥02 ,23.106548,113.091892,大沥镇,太平大道
 旭景豪庭,227A ,22.96453,113.0736,乐从镇,旧圩街
 旭瑞,南高02 ,23.151831,113.034559,狮山镇,桃园西路
 浔峰东路北,里07、里07短线 ,23.174795,113.201584,金沙街道,浔峰山东路
 浔峰岗,里07短线 ,23.16678,113.195979,金沙街道,金沙洲路
 浔峰路,里07 ,23.1633,113.17985,大沥镇,浔峰洲路
 浔峰山东路,里07短线 ,23.169989,113.197734,金沙街道,浔峰山东路
 雅居乐（雍景豪园）,281、244、沥10、278 ,23.161496,112.905411,西南街道,碧堤路
 雅瑶村委,沥02 ,23.186585,113.114585,狮山镇,Y399(松石路)
 雅瑶社区,沥11 ,23.131547,113.139149,大沥镇,岗东大街
 亚洲艺术公园,259 ,23.006591,113.123962,石湾镇街道,文华中路
 雅居蓝湾,244、278、281、沥10 ,23.099841,113.189339,大沥镇,穗盐东路
 烟南村委,江02、江05、南海-高明 ,22.872146,112.952604,九江镇,S362(龙高路)
 烟桥古村站,江02 ,22.875098,112.954563,九江镇,烟桥村道
 沿海馨庭,G6 ,22.987102,113.118983,石湾镇街道,澜石三路
 沿江公园,里7B ,23.197468,113.16043,里水镇,沿江东路
 沿江路口,南高06B ,23.230208,113.05363,狮山镇,达兴路
 沿江南路,里19 ,23.264632,113.136194,里水镇,沿江南路
 盐步大道北,244、250、276、277、278、279、210A、桂19、沥08、沥10 ,23.107567,113.168733,大沥镇,盐步大道
 盐步公园,沥05、沥08、沥10 ,23.090728,113.176531,大沥镇,环镇北路
 盐步路口,230、236、250、251、263、276、277、279、210A、沥07、沥08、沥18 ,23.109302,113.170586,大沥镇,广佛公路
 盐步三中,276、沥14 ,23.092533,113.157617,大沥镇,穗盐西路
 盐步社区,沥08 ,23.087751,113.176215,大沥镇,永青路
 盐步污水处理厂,沥17 ,23.127021,113.156081,大沥镇,工业大道
 盐步社区域,沥08 ,23.166797,113.061377,狮山镇,商业大道北
 盐步医院,244、277、279、210A、桂19、沥08、沥10、沥17、沥05、沥17 ,23.093523,113.173093,大沥镇,盐步大道
 盐步职业中学,沥05 ,23.09176,113.185114,大沥镇,河东东城工业区一路
 盐步中队,沥17 ,23.115072,113.156489,大沥镇,东约路
 盐步中学,277、279、210A、桂19、沥05、沥17 ,23.091539,113.172397,大沥镇,环镇西路
 颜峰,211、230、263、275、沥04、南高11、南高11B、南高25、南海-三水 ,23.128389,113.075693,大沥镇,颜峰大道
 颜峰大道北,230、沥04、南高11B ,23.142602,113.079765,狮山镇,颜峰大道
 颜峰牌坊,230、沥04 ,23.129212,113.076031,狮山镇,建设二路
 颜峰人和村,230、沥04 ,23.134936,113.079051,狮山镇,颜峰大道
 颜峰上街村,230、沥04、南高11B ,23.137646,113.079393,狮山镇,颜峰大道
 燕京啤酒,南高02、南高08 ,23.156025,113.059246,狮山镇,桃园东路
 颜峰一村,230、沥04、南高11B ,23.146096,113.079587,狮山镇,颜峰大道
 杨家村,丹06 ,23.080308,112.916497,丹灶镇,荷桂路
 颜峰泗和,230、沥04 ,23.133083,113.078014,狮山镇,颜峰大道
 瑶平西路,南高06A、南高06B ,23.226005,113.067495,狮山镇,沙塘路
 瑶头村路口,223、252、259 ,23.234714,113.092293,狮山镇,X493(永安大道)
 瑶头站,里15 ,23.246253,113.096226,里水镇,瑶头姓林村大街
 一村,233 ,23.120809,112.862107,西南街道,X496
 一环务庄出入口（原灯泡厂）,205 ,23.040865,113.004568,狮山镇,Y109(罗务路)
 一汽大众（原下社村）,280 ,23.18682,113.002765,狮山镇,虹岭路
 伊丹友好中心,259 ,23.017123,113.103059,祖庙街道,汾江中路
 伊洛村,樵07 ,22.974259,112.93811,西樵镇,东西三线
 依岸康堤花园,桂07、桂09、桂20、桂26 ,23.032773,113.170948,桂城街道,桂平路
 依惠浦,南高09 ,23.175249,113.060651,狮山镇,工业大道
 依云上城,G6 ,22.993678,113.145522,石湾镇街道,X518(魁奇三路)
 依云曦城,南高26 ,23.121672,112.993107,狮山镇,科技北路
 依云上城总站,G6 ,22.994016,113.14414,石湾镇街道,魁奇东路
 怡翠公园,226、232B、桂02、桂07、桂09、桂16、桂20、桂26、226、232B、桂02、桂07、桂09、桂16、桂20、桂26 ,23.034382,113.161099,桂城街道,桂平西路
