 名称,地址,服务时间,类型,联系电话等,许可证号,许可证有效期 ,lat,lng,town
 佛山市南海区百汇餐厅,佛山市南海区狮山镇狮山广场B座第一层外铺53号铺, ,小吃店, ,粤餐证字2012440605000359,2015-06-05 00:00:00.0 ,23.126844,113.004924,狮山镇,狮城路辅路
 佛山市南海区阿辉美食店,佛山市南海区狮山镇狮山广场B座第一层外铺50号铺, ,小吃店, ,粤餐证字2012440605000360,2015-06-05 00:00:00.0 ,23.126844,113.004924,狮山镇,狮城路辅路
 广州白云山敬修堂药业股份有限公司,佛山市南海区黄岐鄱阳路249号, ,食堂, ,粤餐证字2012440605000480,2014-10-07 00:00:00.0 ,23.118864,113.185016,大沥镇,鄱阳路
 佛山市南海区大沥奥亚幼儿园,佛山市南海区大沥镇沥水北路55号, ,食堂, ,粤餐证字2012440605000513,2015-07-04 00:00:00.0 ,23.102675,113.121307,大沥镇,沥水北路
 佛山市南海区关东餐厅,佛山市南海区狮山镇狮山广场B座第一层外铺62、63号铺, ,小型餐馆, ,粤餐证字2012440605000526,2015-07-08 00:00:00.0 ,23.126844,113.004924,狮山镇,狮城路辅路
 佛山市南海花奇美食店,佛山市南海区狮山镇小塘城区二环路德胜楼4号铺, ,小吃店, ,粤餐证字2012440605000549,2015-07-12 00:00:00.0 ,23.099157,112.977493,狮山镇,四环路
 佛山市南海区桂城一品湘湘菜馆,佛山市南海区桂城海辉路2号的广一大厦首层0101号铺, ,中型餐馆, ,粤餐证字2012440605000604,2015-07-23 00:00:00.0 ,23.042596,113.133124,桂城街道,海辉路
 佛山市南海区里水镇政府招待所第二饭堂,佛山市南海区里水镇新兴路15号, ,食堂, ,粤餐证字2012440605000636,2015-07-29 00:00:00.0 ,23.199977,113.158748,里水镇,新兴路
 广东三元麦当劳食品有限公司季华东分店,佛山市南海区桂城石一村西季华东路D13区地段, ,快餐店, ,粤餐证字2012440605000650,2015-08-02 00:00:00.0 ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海天知鸡食府,佛山市南海区大沥镇黄岐宏威路12号黄岐商业中心北区E座14-15号商铺, ,中型餐馆, ,粤餐证字2012440605000672,2014-08-26 00:00:00.0 ,23.122193,113.18791,大沥镇,岐西大街
 佛山市南海区大沥镇黄岐百口福豆浆面点店,佛山市南海区黄岐鄱阳路148号之三, ,中型餐馆, ,粤餐证字2012440605000679,2014-11-22 00:00:00.0 ,23.119302,113.183117,大沥镇,鄱阳路
 广东三元麦当劳食品有限公司海八路得来速分店,佛山市南海区桂城文华北路1号, ,快餐店, ,粤餐证字2012440605000695,2015-08-12 00:00:00.0 ,23.070146,113.119127,桂城街道,文华北路
 广东三元麦当劳食品有限公司南海城市广场分店,佛山市南海区桂城桂澜路休闲购物广场A103及A205, ,快餐店, ,粤餐证字2012440605000697,2015-08-12 00:00:00.0 ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海区鹏鸿酒家,佛山市南海区桂城佛平五路夏东工业区7号铺, ,大型餐馆, ,粤餐证字2012440605000742,2015-08-20 00:00:00.0 ,23.039375,113.17583,桂城街道,聚元北路
 佛山市南海区薯乐休闲美食餐厅,佛山市南海区大沥镇竹基南路8号兴沥雄广场四楼D-09铺, ,小吃店, ,粤餐证字2012440605000829,2015-09-03 00:00:00.0 ,23.109454,113.113369,大沥镇,民乐路后街
 佛山市尚宴美食馆,佛山市南海区桂城街道灯湖东路和海六路交界保利水城东广场内四层4D003和4D004号铺, ,大型餐馆, ,粤餐证字2012440605000785,2015-08-27 00:00:00.0 ,23.036977,113.138543,桂城街道,桂城镇东约区新邨大街
 佛山市南海区泳辉美食店,佛山市南海区狮山镇狮山广场B座第一层36、37号铺, ,小吃店, ,粤餐证字2012440605000832,2015-09-03 00:00:00.0 ,23.126844,113.004924,狮山镇,狮城路辅路
 佛山市幸运楼餐饮有限公司,佛山市南海区大沥镇黄岐广佛公路以南荔盈大厦首层01商铺、第二层01商铺, ,特大型餐馆, ,粤餐证字2012440605000909,2015-09-11 00:00:00.0 ,23.115515,113.189077,大沥镇,广佛路黄岐段
 佛山市南海区全旺酒楼,佛山南海区大沥镇沥中李潘电器街65号、69号-76号, ,中型餐馆, ,粤餐证字2012440605000912,2014-10-20 00:00:00.0 ,23.119568,113.117111,大沥镇,新区东一路
 广东三元麦当劳食品有限公司里水分店,佛山市南海区里水镇夏塘路新天地广场首层1036号, ,快餐店, ,粤餐证字2012440605000858,2015-09-04 00:00:00.0 ,23.200653,113.151493,里水镇,下塘路
 东普雷(佛山)汽车部件有限公司,佛山市南海区狮山镇狮山科技工业园北园中路19号, ,食堂, ,粤餐证字2012440605000987,2015-09-24 00:00:00.0 ,23.163133,112.983768,狮山镇,北园中路
 佛山市南海区国源饮食店,佛山市南海区狮山镇松岗石碣华兴农贸综合市场A40号商铺, ,中型餐馆, ,粤餐证字2012440605001030,2015-09-28 00:00:00.0 ,23.124953,113.002144,狮山镇,博爱路
 佛山启盈盛餐饮管理有限公司,佛山市南海区南桂东路桂南名都首层, ,快餐店, ,粤餐证字2012440605001136,2015-10-23 00:00:00.0 ,23.035186,113.149581,桂城街道,南桂东路
 佛山市新怡内衣营销有限公司康怡分公司,佛山市南海区大沥镇盐步蟾兴路1号, ,食堂, ,粤餐证字2012440605001193,2015-11-02 00:00:00.0 ,23.099679,113.168894,大沥镇,皇朝西路
 佛山市南海聚义餐厅,佛山市南海区狮山镇小塘城区站前路新食街B座10-13号铺, ,中型餐馆, ,0682C36762,2015-10-28 00:00:00.0 ,23.091718,112.974982,狮山镇,站前路
 佛山市南海区西樵镇第五小学 ,佛山市南海区西樵镇爱国村, ,食堂, ,粤餐证字2012440605001154,2015-10-26 00:00:00.0 ,22.943013,112.956841,西樵镇,上塱大道
 佛山市南海区茶母韩国料理店,佛山市南海区桂城街道紫金城1号楼A-5号铺, ,大型餐馆, ,粤餐证字2013440605001694,2016-02-05 00:00:00.0 ,23.096486,113.171936,大沥镇,盐步大道
 佛山市南海区飞雪东北饺子馆,佛山市南海区桂城街道平洲美食广场五座8号铺, ,中型餐馆, ,0682C05844,2015-11-25 00:00:00.0 ,23.043675,113.201622,桂城街道,南港大街
 佛山市南海区大沥镇沥东小学,佛山市南海区大沥镇沥东小学内, ,食堂, ,粤餐证字2012440605001315,2014-11-09 00:00:00.0 ,23.114086,113.12535,大沥镇,沥东路
 佛山市南海区大沥百样有饮食店,佛山市南海区大沥豪美市场东第二排北起第六仓南, ,中型餐馆, ,粤餐证字2012440605000939,2015-09-17 00:00:00.0 ,23.112482,113.116558,大沥镇,振兴路
 佛山市南海里水南岭农家庄饭店,佛山市南海区里水镇北沙鹤暖岗管理区, ,中型餐馆, ,粤餐证字2012440605001269,2015-11-13 00:00:00.0 ,23.2377,113.104536,里水镇,鹤峰大道
 佛山市南海麦霸俱乐部,佛山市南海区里水镇胜利村综合楼2、3、4层, ,小吃店, ,粤餐证字2012440605001340,2015-11-26 00:00:00.0 ,23.193466,113.173384,里水镇,盛平大道
 广东柏华容器有限公司,佛山市南海区里水镇和顺大文教路南郊工业区, ,食堂, ,粤餐证字2012440605001378,2015-11-28 00:00:00.0 ,23.246027,113.139059,里水镇,
 佛山市南海银泉汇娱乐有限公司,佛山市南海区大沥镇黄岐广佛路大转弯238号凯民茶博城内A12座二楼（13）-（23）和A12座三楼C9-C15铺  , ,小型餐馆, ,粤餐证字2012440605001437,2015-12-12 00:00:00.0 ,23.108261,113.176171,大沥镇,广佛路
 广东三元麦当劳食品有限公司灯湖东路得来速分店,佛山市南海区桂城街道85区地段保利水城东广场首层C258号商铺, ,快餐店, ,粤餐证字2012440605001420,2015-12-10 00:00:00.0 ,23.063821,113.143095,桂城街道,灯湖东路
 广东三元麦当劳食品有限公司罗村府前路分店,广东省佛山市南海区罗村府前路金盛广场自编首层101、102号铺、二层201、202、203号铺（佛山市南海区罗村街道罗村村委会“金盛广场”地段）, ,快餐店, ,粤餐证字2012440605001409,2015-12-05 00:00:00.0 ,23.121777,113.288488,大东街道,新河浦路
 佛山市南海区里水小勇饮食店,佛山市南海区里水镇里水大道南100-1号, ,小型餐馆, ,粤餐证字2012440605001441,2015-12-16 00:00:00.0 ,23.144587,113.159025,里水镇,里水大道
 广东三元麦当劳食品有限公司狮山狮城路得来速分店,佛山市南海区狮山镇狮城路信富广场首层01号商铺, ,快餐店, ,粤餐证字2012440605001502,2015-12-25 00:00:00.0 ,23.042302,113.10713,祖庙街道,高基街
 广东三元麦当劳食品有限公司南海里水里广路得来速分店,佛山市南海区里水镇里广路6号金名都商业街3号（G2-3）楼整栋（南海区里水镇洲村村“茶坑”）, ,快餐店, ,粤餐证字2012440605001504,2015-12-25 00:00:00.0 ,23.179568,113.202323,里水镇,里广路
  广东省公安民警培训中心,佛山市南海区狮山镇穆院警察培训中心, ,食堂, ,粤餐证字2012440605001512,2015-12-26 00:00:00.0 ,23.128954,113.017903,狮山镇,S263(广云路)
 佛山市南海区狮山石门高级中学,佛山市南海区狮山镇红星路, ,食堂, ,粤餐证字2013440605001559,2016-01-10 00:00:00.0 ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区松岗五尖山饮食店,佛山市南海区狮山镇松岗显子岗显东村墟10号铺, ,小型餐馆, ,粤餐证字2013440605001563,2016-01-13 00:00:00.0 ,23.147192,113.096797,狮山镇,松岗大道
 佛山市南海区桂城悦隆庄酒家（普通合伙）,佛山市南海区桂城怡海路南海壹品广场7号楼021商铺, ,中型餐馆, ,粤餐证字2013440605001579,2016-01-14 00:00:00.0 ,23.022549,113.156595,桂城街道,怡海路
 佛山市南海区大沥镇黄岐福齐天酒楼,佛山市南海区大沥镇广东（广佛）百货五金城五期A2座二楼, ,大型餐馆, ,粤餐证字2013440605001658,2016-01-28 00:00:00.0 ,23.112708,113.173941,大沥镇,西湖路
 重庆味千餐饮文化有限公司南海大沥工业大道分店,佛山市南海区大沥工业大道12号南海新都会二层2F89铺, ,小吃店, ,粤餐证字2013440605001595,2016-01-15 00:00:00.0 ,23.12586,113.150507,大沥镇,工业大道
 广东三元麦当劳食品有限公司西樵金典广场分店,佛山市南海区西樵镇登山大道边西樵金典广场首层A1002-A1005、A1016-A1020, ,快餐店, ,粤餐证字2013440605001691,2016-02-04 00:00:00.0 ,22.943364,112.980733,西樵镇,江浦东路
 佛山市南海区童梦城堡（国际）实验幼儿园,佛山市南海区罗村街道芦塘村（土名）“吊钟岗、柚柑岗”地段, ,食堂, ,粤餐证字2013440605001699,2016-02-06 00:00:00.0 ,23.066177,113.038899,狮山镇,沿江北路
 广东三元麦当劳食品有限公司桂城财汇大厦分店,佛山市南海区桂城南海大道中41号财汇大厦首、二层, ,快餐店, ,粤餐证字2013440605001754,2016-03-10 00:00:00.0 ,23.044327,113.134216,桂城街道,南海大道
 佛山市南海区大沥北大园幼儿园,佛山市南海区大沥镇黄岐六联九村东西大街13号, ,食堂, ,粤餐证字2013440605001792,2016-03-18 00:00:00.0 ,23.11742,113.176675,大沥镇,东西大街
 佛山市南海区里水镇和顺第一初级中学,佛山市南海区里水镇和顺山口路, ,食堂, ,粤餐证字2013440605001761,2016-03-11 00:00:00.0 ,23.201026,113.158807,里水镇,新兴路
 佛山市南海区湘粮坊饮食店,佛山市南海区大沥镇盐步盐桂路南海时代广场自编A座首层109号, ,大型餐馆, ,粤餐证字2013440605001773,2016-03-13 00:00:00.0 ,23.095736,113.169223,大沥镇,穗盐西路
 佛山市南海区大沥丽莲幼儿园,佛山市南海区大沥镇平地文明路14号, ,食堂, ,粤餐证字2013440605001798,2016-03-19 00:00:00.0 ,23.140613,113.098082,狮山镇,松岗大道
 佛山市南海区狮山颜峰幼儿园,佛山市南海区狮山镇颜峰泗和村, ,食堂, ,粤餐证字2013440605001888,2016-04-10 00:00:00.0 ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区西樵巧意小食店,佛山市南海区西樵镇官山圩江浦东路南海丝厂厂外五号楼104房78号, ,小型餐馆, ,粤餐证字2013440605001930,2016-04-18 00:00:00.0 ,22.943302,112.976649,西樵镇,江浦西路
 佛山市南海区大沥中心幼儿园,佛山市南海区大沥镇教育路10号, ,食堂, ,粤餐证字2013440605001922,2014-10-18 00:00:00.0 ,23.115946,113.12047,大沥镇,教育路
 佛山市南海区桂城九寨庄美食店,桂城街道平洲夏南二石岸水闸以南, ,中型餐馆, ,粤餐证字2013440605001895,2015-03-28 00:00:00.0 ,23.059669,113.173092,桂城街道,石岸大街
 佛山市南海龙威酒店有限公司,佛山市南海区里水镇桂和公路大冲路段, ,中型餐馆, ,粤餐证字2013440605001943,2016-04-21 00:00:00.0 ,23.157121,113.12115,里水镇,桂和路辅路
 佛山市南海区广礼饮品店,佛山市南海区狮山镇松岗富民路8号, ,饮品店, ,粤餐证字2013440605002109,2016-05-23 00:00:00.0 ,23.142577,113.099028,狮山镇,富民路
 佛山市南海驰原汤粉店官窑分店,佛山市南海区狮山镇官窑惠民路2号首层铺位, ,小吃店, ,粤餐证字2013440605002054,2016-05-13 00:00:00.0 ,23.228458,113.078929,狮山镇,市场二路
 广东三元麦当劳食品有限公司嘉洲广场分店,佛山市南海区黄岐广佛一路98号嘉洲广场首、二层, ,快餐店, ,粤餐证字2013440605002029,2016-05-09 00:00:00.0 ,23.111546,113.183408,大沥镇,广佛一路
  佛山市南海区狮山狮北庆球幼儿园,佛山市南海区狮山镇狮北村委会侧狮北庆球幼儿园, ,食堂, ,粤餐证字2013440605002110,2016-05-23 00:00:00.0 ,23.176005,112.97121,狮山镇,X512(银狮路)
 佛山市南海区斌惠小吃店,佛山市南海区罗村街道北湖三路湖景苑丽景轩8座商铺首层17号, ,小吃店, ,粤餐证字2013440605002133,2016-05-27 00:00:00.0 ,23.064976,113.054672,狮山镇,北湖三路
 佛山市南海区里水翠容凉茶店,佛山市南海区里水镇洲村公园溜冰场商铺, ,饮品店, ,0682C35116,2014-11-29 00:00:00.0 ,23.181976,113.192809,里水镇,X516(里广路)
 佛山市南海区大沥园东权祥凉茶店,佛山市南海区大沥镇园东路西一巷4号之一, ,饮品店（凉茶店）, ,粤餐证字2013440605002158,2016-05-30 00:00:00.0 ,23.114828,113.119134,大沥镇,园东路
 佛山市南海区丹灶镇李文有小食店,佛山市南海区丹灶镇金沙联安综合市场F座首层16号铺, ,小吃店, ,粤餐证字2012440605000944,2015-09-17 00:00:00.0 ,23.030498,112.959118,丹灶镇,四约村北大街
 佛山市南海区金锋小食店,佛山市南海区狮山镇狮山科技工业园B区市场B4号铺, ,中型餐馆, ,0682C03238,2014-12-14 00:00:00.0 ,22.993896,113.113035,石湾镇街道,金澜南路
 佛山市南海区马福成拉面店,佛山市南海区桂城街道海四路桂华村9号楼1号铺位, ,小吃店, ,0682C34145,2015-06-09 00:00:00.0 ,23.053115,113.137177,桂城街道,南五路
 佛山市南海区里水德盛小食店,佛山市南海区里水镇里广路229号, ,小吃店, ,粤餐证字2013440605002657,2016-08-21 00:00:00.0 ,23.196948,113.162808,里水镇,太行路
 广东捷永特种设备技术服务有限公司,佛山市南海区桂城街道三山13号地块, ,食堂, ,粤餐证字2013440605002654,2016-08-21 00:00:00.0 ,23.039034,113.193397,桂城街道,培正路
 佛山市南海区里水长鸿川菜馆,佛山市南海区里水镇里广路162-3号, ,小型餐馆, ,粤餐证字2013440605002655,2016-08-21 00:00:00.0 ,23.195471,113.165359,里水镇,里广路
 佛山市禅城区哥顿快餐店桂城分店,佛山市南海区桂城海四路3号丽雅苑31号（首层）, ,快餐店, ,0682C18459,2014-08-24 00:00:00.0 ,23.054023,113.133044,桂城街道,海四路
 佛山市南海区展明小食店,佛山市南海区罗村寨边四队胜堂坊8号商铺, ,小吃店, ,粤餐证字2013440605002658,2016-08-21 00:00:00.0 ,22.99692,113.121717,石湾镇街道,港口路
 佛山市南海区雅米休闲小吃店,佛山市南海区桂城街道天佑六路1号之4, ,小吃店, ,粤餐证字2013440605002659,2016-08-22 00:00:00.0 ,23.026786,113.142749,桂城街道,天佑六路
 佛山市南海区立俊小吃店,佛山市南海区桂城街道南桂东路花苑广场27座2号铺, ,小吃店, ,粤餐证字2013440605002660,2016-08-22 00:00:00.0 ,23.034581,113.146445,桂城街道,花苑广场中路
 佛山市南海区肥味饮食有限公司,佛山市南海区桂城街道石一村东季华路冯格新村1号, ,中型餐馆, ,粤餐证字2013440605002662,2016-08-22 00:00:00.0 ,23.013953,113.157526,桂城街道,巷口坊路
 佛山市南海区桂城锦记烧腊店,佛山市南海区桂城街道天佑三路21号铺, ,小型餐馆, ,粤餐证字2013440605002661,2016-08-22 00:00:00.0 ,23.035121,113.134277,桂城街道,天佑三路
 佛山市南海区旺成华餐馆,佛山市南海区桂城街道石季华东路一村东8号, ,中型餐馆, ,粤餐证字2013440605002663,2016-08-22 00:00:00.0 ,23.013953,113.157526,桂城街道,巷口坊路
 佛山市南海区蒸宫云吞店,佛山市南海区桂城街道佛平路岗商业街南三座5号铺首层, ,小吃店, ,粤餐证字2013440605002664,2016-08-22 00:00:00.0 ,23.129717,113.001205,狮山镇,丽怡路
 深圳天安物业管理有限公司佛山市分公司,佛山市南海区桂城街道简平路1号天佑创富大厦首层, ,食堂, ,粤餐证字2013440605002665,2016-08-22 00:00:00.0 ,23.020745,113.162455,桂城街道,简平路
 佛山市南海区官窑健升小食店,佛山市南海区狮山镇官窑黎岗黎南村大元岗口李铭新商铺A3号, ,小型餐馆, ,粤餐证字2013440605002666,2016-08-22 00:00:00.0 ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区桂城街道夏南二幼儿园,佛山市南海区桂城街道夏南二大道56号, ,食堂, ,粤餐证字2013440605002667,2016-08-22 00:00:00.0 ,23.024576,113.179827,桂城街道,南二大道
