 名称,许可证号,许可证有效期,地址,类型 ,lat,lng,town
 佛山市丽辉九龙餐饮有限公司南海桂城平西分公司,粤餐证字2013440605002674,2016-08-22,佛山市南海区桂城街道平西聚贤村民小组“猪兜围”工业区聚贤商业城美食城首层5、6号铺,中型餐馆 ,23.020667,113.186573,桂城街道,聚贤大道
 佛山市南海区天宇星美食店,粤餐证字2013440605002675,2016-08-25,佛山市南海区桂城街道南桂东路66号桂南名都百花时代广场首层073A铺,小吃店 ,23.035515,113.148639,桂城街道,南桂东路
 佛山市南海区桂城香乐基快餐店,粤餐证字2013440605002676,2016-08-25,佛山市南海区桂城街道叠北市场好万家商场内一楼（楼梯左侧）,小型餐馆 ,23.061164,113.123201,桂城街道,叠滘大道
 佛山市南海区杰鸿饮食店,粤餐证字2013440605002677,2016-08-25,佛山市南海区狮山镇松岗工业大道南第8-10号,中型餐馆 ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区西樵先足小食店,粤餐证字2013440605002678,2016-08-25,佛山市南海区西樵镇民乐南海丝织二厂105、106号,小吃店 ,22.973173,112.920331,西樵镇,S269(大岗东路)
 佛山市南海区大沥李浩源饮食店,粤餐证字2013440605002679,2016-08-25,佛山市南海区大沥镇太平村冲表西土名“基西”大沥镇体育西路商业中心第4号,中型餐馆 ,23.112925,113.101444,大沥镇,村前大道
 佛山市南海区清师云吞店,粤餐证字2013440605002680,2016-08-25,桂城街道平洲永安路永盛楼2号铺位,小吃店 ,23.040035,113.20747,桂城街道,永盛街
 佛山市南海枫晟快餐店,粤餐证字2013440605002681,2016-08-25,佛山市南海区罗村联星乐安商业街C座1号商铺,小型餐馆 ,23.052951,112.891846,丹灶镇,祈福大道
 佛山市南海区健饮凉茶店,粤餐证字2013440605002682,2016-08-25,佛山市南海区狮山镇塘头村委会塘五村民小组新村,饮品店（凉茶店） ,23.101596,113.013425,狮山镇,南街
 佛山市南海区狮山黄家庄渔村,粤餐证字2013440605002683,2016-08-25,佛山市南海区狮山镇狮山办事处白沙桥细塱工业区,大型餐馆 ,23.126301,113.001942,狮山镇,俊景南路
 佛山市南海东港湾美食阁,粤餐证字2013440605002684,2016-08-25,佛山市南海区狮山镇大涡塘工业区兴业路边,大型餐馆 ,23.155891,112.978735,狮山镇,兴业北路
 佛山市南海龙腾阁酒店,粤餐证字2013440605002685,2016-08-25,佛山市南海区罗村桂丹公路联和段南侧南便坦沥口,特大型餐馆 ,23.066166,113.084791,狮山镇,念乡亭路
 佛山市南海区桂城韩美味特色料理店,粤餐证字2013440605002686,2016-08-25,佛山市南海区桂城街道南海大道北75号嘉信茂广场04层17B号,中型餐馆 ,23.034853,113.135012,桂城街道,天佑三路
 佛山市南海区新潮小吃店,粤餐证字2013440605002687,2016-08-26,佛山市南海区桂城街道桂澜南路45号怡翠世嘉购物商场B1层55b、56号,小吃店 ,23.013695,113.149062,桂城街道,桂澜路
 佛山市南海区豆花香城甜品店,粤餐证字2013440605002689,2016-08-26,佛山市南海区桂城街道桂澜南路45号怡翠世嘉购物商场负一层B1-28号,饮品店 ,23.013695,113.149062,桂城街道,桂澜路
 佛山市南海区西樵民乐南方餐厅,粤餐证字2013440605002690,2016-08-26,佛山市南海区西樵镇民乐南海丝织二厂对面,中型餐馆 ,22.973173,112.920331,西樵镇,S269(大岗东路)
 佛山市南海九江江裕美食店,粤餐证字2013440605002692,2016-08-26,佛山市南海区九江镇沙口直街13号,小型餐馆 ,23.089581,113.170326,大沥镇,盐步直街
 佛山市南海区桂城渔乡米坊美食店,粤餐证字2013440605002688,2016-08-26,佛山市南海区桂城街道桂澜南路45号怡翠世嘉购物商场B1层04号单元,中型餐馆 ,23.013695,113.149062,桂城街道,桂澜路
 佛山市南海区龙声办公家具有限公司,粤餐证字2013440605002693,2016-08-26,佛山市南海区九江镇沙头英明工业区,食堂 ,22.88634,113.040278,龙江镇,村尾村路
 佛山市南海甜糕坊甜品店,粤餐证字2013440605002694,2016-08-26,佛山市南海区丹灶镇联沙村沙墩冼股份合作经济社集体铺位北12-13号,饮品店 ,23.112286,112.918354,丹灶镇,X512(联沙大道)
 佛山市南海蜜源甜品店,粤餐证字2013440605002695,2016-08-26,佛山市南海区大沥镇盐步世贸纺织城内B3座9-10号商铺,饮品店 ,22.996666,113.121738,石湾镇街道,港口路
 佛山市南海区金帽子韩国烤肉餐厅,粤餐证字2013440605002696,2016-08-26,佛山市南海区桂城街道桂澜南路45号怡翠世嘉购物商场负一层B1-05号,中型餐馆 ,23.013695,113.149062,桂城街道,桂澜路
 佛山市南海区西樵简海小食店,粤餐证字2013440605002697,2016-08-27,佛山市南海区西樵镇简村村商铺35、36号,小吃店 ,22.946303,112.949005,西樵镇,S113(西樵西路)
 佛山市南海区西樵西岸聚闲农庄,粤餐证字2013440605002698,2016-08-27,佛山市南海区西樵镇西岸村江尾小组“六斗”鱼塘,中型餐馆 ,22.911601,113.006453,九江镇,江尾大街
 佛山市南海区西樵相仔甜品店,粤餐证字2013440605002699,2016-08-27,佛山市南海区西樵海舟开发区东06号铺,饮品店 ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区西樵明群小食店,粤餐证字2013440605002700,2016-08-27,佛山市南海区西樵简村村口西侧二商铺,小吃店 ,23.062308,113.070036,狮山镇,桂丹路辅路
 佛山市南海顺味轩特色火锅美食店,粤餐证字2013440605002701,2016-08-27,佛山市南海区西樵百东汇隆中心A50铺位（即汇隆市场大山边）,中型餐馆 ,23.052921,113.044387,狮山镇,良安路
 佛山市南海区九江牛二哥美食店,粤餐证字2013440605002703,2016-08-27,佛山市南海区九江奇腾路6号裕江花园首层25、26号,小型餐馆 ,22.835199,113.01754,九江镇,奇腾路
 佛山市南海区蒙源源饮食店,粤餐证字2013440605002702,2016-08-27,佛山市南海区罗村府前路金盛广场首层第129号商铺,快餐店 ,23.060121,113.047678,狮山镇,府前路
 佛山市南海区糖邑甜品屋,粤餐证字2013440605002704,2016-08-27,佛山市南海区狮山镇小塘城区前进路丽景楼1、2号铺,饮品店 ,23.099157,112.977493,狮山镇,四环路
 佛山市南海区新昇甜品店,粤餐证字2013440605002705,2016-08-27,佛山市南海区狮山镇官窑厚西村南一巷3号首层之一,饮品店 ,23.22772,113.080551,狮山镇,永安大道
 佛山市金凯旋酒店管理有限公司,粤餐证字2013440605002706,2016-08-27,佛山市南海区大沥镇黄岐泌冲海北大道北金凯旋综合楼二一层1-7轴交B-F轴间、五至六层1-12轴交B-F轴间商铺,中型餐馆 ,23.119485,113.190219,大沥镇,鄱阳路
 佛山市南海区大沥遍地红土菜馆,粤餐证字2013440605002708,2016-08-28,佛山市南海区狮山镇南海化工厂路口,中型餐馆 ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区郑玉玲小食店,粤餐证字2013440605002707,2016-08-28,佛山市南海区大沥镇江步路17号,小吃店 ,23.112482,113.116558,大沥镇,振兴路
 佛山市南海区麦家鸽酒楼,粤餐证字2013440605002709,2016-08-28,佛山市南海区罗村街道罗村大道南香江美食城A07号铺,中型餐馆 ,23.052645,113.033814,狮山镇,罗村大道南
 佛山市南海区尚易餐厅,粤餐证字2013440605002710,2016-08-28,佛山市南海区罗村联星上二村旧区巷1巷31号,中型餐馆 ,22.967296,113.006444,南庄镇,上村村头大街
 佛山市南海区罗村善贵小食店,粤餐证字2013440605002711,2016-08-28,佛山市南海区罗村联星上二村中区三街一巷14号,小吃店 ,23.063975,113.088389,狮山镇,北房工业区三路
 佛山市南海区一品布衣汤烤锅王餐厅,粤餐证字2013440605002713,2016-08-28,佛山市南海区桂城街道桂澜南路45号怡翠世嘉购物商场B1-26,中型餐馆 ,23.013695,113.149062,桂城街道,桂澜路
 广东广佛轨道交通有限公司,粤餐证字2013440605002712,2016-08-28,佛山市南海区桂城街道夏南二村,食堂 ,23.057869,113.177871,桂城街道,夏南二大道
 佛山市南海区里水海生食府,粤餐证字2013440605002714,2016-08-28,佛山市南海区里水镇大冲和平商城首层B8号,大型餐馆 ,23.15378,113.125209,里水镇,S267(桂和路)
 佛山市南海区猫头鹰烤鱼美食店,粤餐证字2013440605002715,2016-08-29,佛山市南海区桂城街道桂平中路百福桂平美食城B座首层19-12号铺,大型餐馆 ,23.029282,113.178735,桂城街道,聚元南路
 佛山市南海区大沥川怡美食店,粤餐证字2013440605002716,2016-08-29,佛山市南海区大沥镇盐步“牛栏岗”沙涌综合楼首层9A号商铺,小吃店 ,22.907725,113.035636,九江镇,振业西三路
 佛山市南海区大沥彬弟快餐店,粤餐证字2013440605002717,2016-08-29,佛山市南海区大沥镇盐步“牛栏岗”沙涌综合楼首层10号商铺,小吃店 ,22.907725,113.035636,九江镇,振业西三路
 佛山市南海区鸿盛东北饺子馆,粤餐证字2013440605002718,2016-08-29,佛山市南海区桂城街道平西格涌23号,中型餐馆 ,23.024775,113.188095,桂城街道,平西街
 佛山市南海区宝庆食府,粤餐证字2013440605002719,2016-08-29,佛山市南海区桂城街道平西桂平西路路边商铺5-9号,中型餐馆 ,23.128719,113.087025,狮山镇,路边大道
 佛山市南海区酌一酌小食店,粤餐证字2013440605002720,2016-08-29,佛山市南海区桂城街道桂平五路路边蓬涌村小组2号铺,中型餐馆 ,23.128719,113.087025,狮山镇,路边大道
 佛山市南海区平洲天鹅王饺子馆,粤餐证字2013440605002721,2016-09-01,桂城街道平洲新景路美食广场五座9号,小吃店 ,23.039385,113.205114,桂城街道,江右大街
 佛山市南海区桂城老广粥粉面店,粤餐证字2013440605002722,2016-09-01,佛山市南海区桂城街道平洲怡海路海逸城市花园芭堤蓝湾首层05号商铺,小吃店 ,23.020153,113.172308,桂城街道,平西大道
 佛山市南海区桂城心福快餐店,粤餐证字2013440605002723,2016-09-01,佛山市南海区桂城街道海棠邨小商场首层11号商铺,小型餐馆 ,23.162283,112.893964,西南街道,月桂一路
 佛山市南海区爱慧饮品店,粤餐证字2013440605002724,2016-09-01,佛山市南海区桂城街道桂澜南路45号怡翠世嘉购物商场二层A2-44号,饮品店 ,23.013695,113.149062,桂城街道,桂澜路
 佛山市南海区菌笙园餐饮有限公司,粤餐证字2013440605002725,2016-09-01,佛山市南海区罗村大道南香江美食城首层第A08号铺,中型餐馆 ,23.052826,113.033505,狮山镇,罗村大道南
 佛山市南海区大沥新园甜品店,粤餐证字2013440605002726,2014-10-27,佛山市南海区大沥太平乡太平圩,小吃店 ,22.931019,112.901037,西樵镇,太平南街
 佛山市南海区桂城平洲中心幼儿园,粤餐证字2013440605002727,2016-09-01,佛山市南海区桂城街道平洲大圩太平路69号,食堂 ,23.035603,113.204747,桂城街道,太平路
 中国太平洋财产保险股份有限公司,粤餐证字2013440605002728,2016-09-01,佛山市南海区桂城街道海五路3号54街区,食堂 ,23.05918,113.130153,桂城街道,海五路
 佛山市南海南捷彩印包装有限公司,粤餐证字2013440605002729,2016-09-01,佛山市南海区桂城街道平洲夏南一工业区,食堂 ,23.052242,113.172812,桂城街道,三洲村大道
 佛山市南海盐步君禄美食店,粤餐证字2013440605002730,2015-09-03,佛山市南海区盐步穗盐东路花地湾雍景豪园购物中心首层3、5、6号商铺,中型餐馆 ,23.098012,113.194898,大沥镇,穗盐东路辅路
 佛山市南海区狮山镇颜峰育宝少儿托管中心,粤餐证字2013440605002731,2016-09-02,佛山市南海区狮山镇颜峰社区颜峰二路16号,食堂 ,23.129161,113.077833,狮山镇,建设二路
 佛山市南海区团乙拉面店,粤餐证字2013440605002732,2016-09-02,佛山市南海区狮山镇松岗塘联永合农贸综合市场B栋9、10号铺位,小吃店 ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海金钰楼酒家,粤餐证字2013440605002733,2016-09-02,佛山市南海区狮山镇狮山塘头上旺村民小组旧罗穆路乐家洁具有限公司对面,中型餐馆 ,23.107805,113.014973,狮山镇,罗穆路
 佛山市南海区大沥镇黄岐开哥饮食店,粤餐证字2013440605002734,2016-09-02,佛山市南海区大沥镇黄岐广佛一路48号首层9号,中型餐馆 ,23.115357,113.186822,大沥镇,广佛一路
 佛山市南海区塱兴餐厅,粤餐证字2013440605002735,2016-09-02,佛山市南海区罗村街道罗村大道兴塱广场商铺（二）26、27号商铺,中型餐馆 ,23.052962,113.034921,狮山镇,罗村大道
 佛山市南海区丙雄美食店,粤餐证字2013440605002736,2016-09-02,佛山市南海区大沥镇盐步“牛栏岗”沙涌综合楼首层2A号商铺,小吃店 ,22.907725,113.035636,九江镇,振业西三路
 佛山市南海区莲源凉茶店,粤餐证字2013440605002737,2016-09-03,佛山市南海区桂城街道平洲夏教市场首层6、14号铺位,饮品店 ,23.039385,113.205114,桂城街道,江右大街
 佛山市南海区里水饮得爽珍珠奶茶店,粤餐证字2013440605002738,2016-09-03,佛山市南海区里水镇麻奢市场五群24号铺,饮品店 ,23.214792,113.114311,里水镇,里水市场大道
 佛山市南海区里水华莱士西餐店,粤餐证字2013440605002739,2016-09-03,佛山市南海区里水镇下沙村沙涌大道9号,小型餐馆 ,22.810931,113.086407,龙江镇,长沙东路
 佛山市南海区里水豫乡园餐馆,粤餐证字2013440605002740,2016-09-03,佛山市南海区里水镇和顺大道121号,小型餐馆 ,23.245328,113.134301,里水镇,和顺大道
 佛山市南海区西樵阿珍面店,粤餐证字2013440605002741,2016-09-03,佛山市南海区西樵镇百西十五村民小组商铺B座3号,小吃店 ,22.932598,112.997663,西樵镇,
 佛山市南海区西樵欢欢小食,粤餐证字2013440605002742,2016-09-03,佛山市南海区西樵镇官山城区江浦东路42号金樵大酒店之八铺,小吃店 ,22.94533,112.985077,西樵镇,江浦东路
 佛山市南海区西樵镇市政管理办公室食堂,粤餐证字2013440605002743,2016-09-03,佛山市南海区西樵镇政府大院市政三楼,食堂 ,22.932598,112.997663,西樵镇,
 佛山市南海区阿杜樵南农庄,粤餐证字2013440605002744,2016-09-03,佛山市南海区西樵镇环山大道山根村委大坑村口对面,大型餐馆 ,22.92645,113.007837,西樵镇,S269
 佛山市南海区平洲博雅学校,粤餐证字2013440605002745,2016-09-03,佛山市南海区桂城平洲建设新村15号,食堂 ,23.03439,113.20175,桂城街道,澳边新巷
 佛山市南海区罗村兰姐奶茶店,粤餐证字2013440605002746,2016-09-03,佛山市南海区罗村联星富心门口田工业区联星大道边4号之二,饮品店 ,23.052265,113.07756,狮山镇,X508(佛罗路)
 佛山市南海区大沥虹杨少儿托管部,粤餐证字2013440605002747,2016-09-03,佛山市南海区大沥镇体育路荔景楼首层东4下铺6号铺位,食堂 ,23.118086,113.120466,大沥镇,竹冠路新区二街
 佛山市南海区松岗詹洪饮食店,粤餐证字2013440605002748,2016-09-03,佛山市南海区狮山镇松岗显子岗显东村墟显东综合楼前12-13号商铺,小型餐馆 ,23.175382,113.086978,狮山镇,桃园大道
 佛山市南海区群勇小吃店,粤餐证字2013440605002749,2016-09-03,佛山市南海区罗村街道罗湖区北湖二路豪润名苑16座铺位22号,小吃店 ,23.063955,113.051341,狮山镇,桂丹路辅路
 佛山市南海区桂城家常素食馆,粤餐证字2013440605002750,2016-09-03,佛山市南海区桂城街道平洲怡海路海逸城市花园逸彩居（2号楼）116号商铺,快餐店 ,23.034345,113.112254,祖庙街道,福贤路
 佛山市南海区味苑快餐店,粤餐证字2013440605002751,2016-09-03,佛山市南海区桂城街道平洲怡海路海逸城市花园芭堤蓝湾首层22、23号商铺,快餐店 ,23.020153,113.172308,桂城街道,平西大道
